row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-227-C2-a_Run248.mzML Peak area,NEG_D5-227-C2-c_Run254.mzML Peak area,NEG_D5-227-C2-b_Run251.mzML Peak area,Yeast_HE_D5-Ctrl_a_neg_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_b_neg_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_c_neg_20190515_Run43.mzML Peak area,
705,80.94785059316085,10.182521,,,,,,,,,,,0,0,0,930464.2,849612.6,815978.7,
388,80.94789550624331,7.77153,,,,7,,,,,,,0,0,0,608120.56,878339.6,868997.2,
427,80.94789805124314,7.8716245,,,,40,,,,,,,0,0,0,554205.44,766733.0,662708.0,
296,80.94791555914604,7.374944,,,,5,,,,,,,0,0,0,453578.38,605250.75,696817.56,
817,81.52050967563817,10.492288,,,,38,,,,,,,0,0,0,2.9259034E7,2.7274882E7,2.7966768E7,
20,84.95978609001521,0.43599412,,,,,,,,,,,0,0,0,4203904.0,2880147.2,1.0379863E7,
35,89.05977239449372,2.7459037,,,,,,,,,,,0,0,0,1227202.5,462431.1,361792.6,
746,89.50665340911765,10.333573,,,,30,,,,,,,0,0,0,1.1433834E7,1.144064E7,1.2806039E7,
774,90.50668872766512,10.374984,,,,30,,,,,,,0,0,0,4638022.0,4709399.5,4725757.5,
822,90.52588585570722,10.506519,,,,38,,,,,,,0,0,0,4.135648E7,4.0922364E7,3.760239E7,
777,91.50438987445584,10.376733,,,,30,,,,,,,0,0,0,1763337.5,1792999.4,1804893.0,
799,94.04510039170087,10.450604,,,,,,,,,,,0,0,0,4939875.0,4974401.0,4732135.5,
21,96.96002113547678,0.4435142,,,,,,,,,,,553637.75,1496539.5,1355242.6,0,0,0,
836,96.96003667707235,11.133465,,,,,,,,,,,566025.4,1322989.6,1316940.6,0,0,0,
745,97.51440243356647,10.333434,,,,30,,,,,,,0,0,0,1388868.0,1307722.9,1278102.9,
591,97.93126421788482,8.908471,,,,,,,,,,,3383073.8,1092868.0,1095676.1,0,0,0,
825,97.99136005878262,10.527814,,,,38,,,,,,,0,0,0,9013835.0,9588389.0,9387882.0,
741,98.51203785799709,10.33183,,,,30,,,,,,,0,0,0,2.2551964E7,2.3580524E7,2.2928398E7,
606,99.92575339347405,8.919198,,,,9,,,,,,,7.294584E7,6.293424E7,7.358924E7,0,0,0,
632,101.98084089763802,8.963047,,,,9,,,,,,,4782231.0,4489729.0,4740610.5,0,0,0,
688,101.98084643232276,10.0153885,,,,,,,,,,,656924.3,630868.56,628662.6,0,0,0,
805,102.03386413707945,10.483439,,,,38,,,,,,,0,0,0,1.3853955E8,1.4028165E8,1.4515152E8,
806,102.53543267308315,10.485185,,,,38,,,,,,,0,0,0,1.1980027E7,1.2205041E7,1.2592613E7,
706,102.95676809867537,10.186867,,,,,,,,,,,1450196.0,1404647.0,1424935.2,0,0,0,
650,102.95677486615783,8.968267,,,,9,,,,,,,625171.8,672916.25,666574.44,0,0,0,
816,104.03021741467592,10.491948,,,,38,,,,,,,0,0,0,3202513.0,3615046.0,3703096.5,
141,105.03351278378553,5.675162,,,,4,,,,,,,0,0,0,1846915.0,2467678.5,2597630.5,
752,109.02244721824754,10.338952,,,,30,,,,,,,0,0,0,5669208.0,7381046.5,5644671.0,
791,109.52167766410908,10.41111,,,,30,,,,,,,0,0,0,4941068.0,5096003.0,5259094.5,
742,110.02006318968085,10.33183,,,,30,,,,,,,0,0,0,8.930242E7,9.046508E7,9.133548E7,
749,110.52174245747968,10.33548,,,,30,,,,,,,0,0,0,6615303.0,6168187.0,7821718.5,
778,111.02017824823547,10.376733,,,,30,,,,,,,0,0,0,7.915511E7,7.939425E7,8.0734264E7,
827,111.03900516687044,10.534823,,,,38,,,,,,,0,0,0,1.0615713E7,1.2155978E7,1.1574239E7,
771,111.51890979475267,10.373242,,,,30,,,,,,,0,0,0,1924844.1,2008572.1,2014142.6,
772,111.52175033211928,10.373242,,,,30,,,,,,,0,0,0,6691522.5,6787262.5,6880642.5,
779,112.01780929944148,10.376733,,,,30,,,,,,,0,0,0,3.0950596E7,3.1093494E7,3.1442178E7,
780,112.51954674807037,10.376733,,,,30,,,,,,,0,0,0,2166385.2,2206800.8,2212751.0,
710,112.9856252856631,10.2099085,,,,47,,,,,,,1.6344609E7,1.5979211E7,1.6416925E7,0,0,0,
781,113.0165646811618,10.376733,,,,30,,,,,,,0,0,0,4360230.5,4348225.0,4455318.5,
622,113.92624104878617,8.956049,,,,9,,,,,,,2.0582674E7,2.1484484E7,2.496487E7,0,0,0,
747,113.96356150237007,10.333573,,,,30,,,,,,,0,0,0,8225338.5,7057517.0,7176085.0,
5,113.96375415370755,0.036781892,,,,0,,,,,,,0,0,0,2728314.8,2782697.0,2835497.2,
11,113.9637673008137,0.3232884,,,,3,,,,,,,0,0,0,1645683.8,2057201.1,2389126.8,
769,114.01646631772753,10.371556,,,,30,,,,,,,0,0,0,1043150.6,1105818.0,1113333.8,
502,114.93405415323303,8.216621,,,,2,,,,,,,1188518.2,1295610.6,1363455.2,0,0,0,
419,114.93405427263009,7.8699994,,,,36,,,,,,,2144112.0,2136895.2,2115357.2,0,0,0,
368,114.9340675455182,7.767401,,,,54,,,,,,,1082009.4,1059188.5,1003542.2,0,0,0,
607,114.93407934717938,8.919198,,,,9,,,,,,,7531884.5,7624926.0,7287665.0,0,0,0,
637,115.92069638992056,8.96478,,,,9,,,,,,,4.480769E8,4.3657453E8,4.9514998E8,0,0,0,
788,115.96396473687366,10.383458,,,,30,,,,,,,0,0,0,2156360.2,2001137.5,2425267.5,
420,116.92843114945788,7.8699994,,,,36,,,,,,,4.0429196E7,4.039825E7,4.0990116E7,0,0,0,
369,116.92844361238622,7.767401,,,,54,,,,,,,2.0626762E7,2.0413756E7,1.9298634E7,0,0,0,
269,116.92848055251373,7.369503,,,,6,,,,,,,1.5312262E7,1.6152607E7,1.5003687E7,0,0,0,
13,116.97193839527108,0.32510504,,,,,,,,,,,0,0,0,593772.5,983248.2,930963.44,
22,117.01927311142809,0.68917483,,,,,,,,,,,1987037.2,2149106.5,2052212.4,0,0,0,
493,117.92852957423474,8.214875,,,,2,,,,,,,2895707.8,2880545.5,3373467.5,0,0,0,
429,117.92853556054354,7.8717513,,,,36,,,,,,,4607274.0,4715855.5,4811094.0,0,0,0,
363,117.92854904412734,7.765661,,,,54,,,,,,,2374020.8,2373489.0,2250918.8,0,0,0,
270,117.92857842251577,7.369503,,,,6,,,,,,,1758124.5,1843470.2,1745142.0,0,0,0,
142,118.06509208309906,5.675162,,,,4,,,,,,,0,0,0,832281.06,1088992.5,1140044.9,
748,118.92403814377631,10.335161,,,,,,,,,,,472699.78,485096.3,474839.34,0,0,0,
430,118.92404052946745,7.8717513,,,,36,,,,,,,1593166.1,1306741.6,1729081.1,0,0,0,
380,118.9240724214003,7.769193,,,,54,,,,,,,920878.0,1090333.1,1081924.0,0,0,0,
421,118.926685596283,7.8699994,,,,36,,,,,,,1171723.4,1149148.4,1291619.5,0,0,0,
494,118.92670039244545,8.214875,,,,2,,,,,,,839509.8,720244.6,732590.7,0,0,0,
370,118.9267022941663,7.767401,,,,54,,,,,,,605886.06,610664.3,570757.2,0,0,0,
619,118.92670763600712,8.94555,,,,9,,,,,,,3959891.8,3398209.8,4054383.0,0,0,0,
179,119.08557721730396,6.1017194,,,,10,,,,,,,0,0,0,1330526.4,2233152.8,1468033.6,
631,119.94681677391576,8.963032,,,,9,,,,,,,5983925.5,5688601.0,6480365.0,0,0,0,
39,120.04446351096698,2.8335507,,,,13,,,,,,,0,0,0,2561646.0,2504766.0,2225040.0,
33,121.0294297050653,2.6614695,,,,,,,,,,,767294.8,859847.4,720415.06,0,0,0,
795,123.90194376496186,10.420865,,,,43,,,,,,,2393898.8,2141530.8,2236528.2,0,0,0,
633,124.99671879496414,8.963047,,,,8,,,,,,,2232665.0,2157425.8,2264805.8,0,0,0,
819,125.98618990855489,10.497533,,,,38,,,,,,,0,0,0,2.3375738E7,2.1710632E7,2.2511954E7,
789,126.88090532839782,10.400937,,,,43,,,,,,,957506.8,981125.0,978511.1,0,0,0,
19,128.95081370508464,0.4231714,,,,,,,,,,,0,0,0,2388062.0,2565770.5,2683212.5,
639,129.97564972208747,8.964803,,,,8,,,,,,,4075635.0,3797229.8,4041054.2,0,0,0,
792,130.52164045572985,10.41111,,,,30,,,,,,,0,0,0,2379528.2,2255533.8,2290723.8,
41,131.07122293198935,2.9021595,,,,,,,,,,,116009.9,674920.94,933890.2,0,0,0,
773,131.53348820498582,10.373242,,,,30,,,,,,,0,0,0,6743107.5,6902001.0,7144073.5,
330,131.53357256762453,7.6078906,,,,,,,,,,,0,0,0,989279.8,2525547.2,2123222.5,
701,132.86774082502583,10.1672125,,,,,,,,,,,1089204.0,765567.25,751337.3,0,0,0,
624,132.867755913826,8.959538,,,,9,,,,,,,1660741.9,2829826.0,1774129.8,0,0,0,
796,132.86777520906443,10.420865,,,,43,,,,,,,5626953.0,5750220.0,5769571.0,0,0,0,
556,132.8677830468838,8.604434,,,,60,,,,,,,3245215.5,2734922.8,3205473.0,0,0,0,
490,132.90008818180362,8.213116,,,,2,,,,,,,607639.0,541198.3,555941.9,0,0,0,
465,132.9000994458452,7.894521,,,,36,,,,,,,366862.75,326522.9,334205.5,0,0,0,
616,132.90013060389904,8.943798,,,,9,,,,,,,3287545.5,2646020.2,3304059.2,0,0,0,
601,132.92336990129664,8.908325,,,,9,,,,,,,1.6827078E7,1.753063E7,1.5605457E7,0,0,0,
655,134.86498359794334,8.970019,,,,9,,,,,,,1344433.0,1262164.6,1044142.3,0,0,0,
554,134.8650343879133,8.597405,,,,60,,,,,,,1829567.4,1771086.4,1913386.2,0,0,0,
702,134.86506155026797,10.16721,,,,,,,,,,,494318.62,543803.8,493680.5,0,0,0,
798,134.8654067807117,10.426217,,,,43,,,,,,,5725393.0,5918948.5,5879536.5,0,0,0,
500,134.89455173373318,8.216607,,,,2,,,,,,,1.2099319E7,1.0666973E7,1.1305729E7,0,0,0,
473,134.8945613118743,7.9032435,,,,36,,,,,,,7299418.0,6441479.0,6848093.0,0,0,0,
617,134.89458367088554,8.943798,,,,9,,,,,,,7.524465E7,5.337429E7,6.5171456E7,0,0,0,
625,135.97084895690978,8.959555,,,,9,,,,,,,834895.94,917888.7,842030.94,0,0,0,
570,135.97086630718272,8.695614,,,,60,,,,,,,1466126.9,1359227.6,1506014.6,0,0,0,
539,136.02163129293106,8.420563,,,,,,,,,,,0,0,0,4908357.5,4750310.0,4705572.0,
28,136.03948262867405,1.7421871,,,,21,,,,,,,0,0,0,2348383.2,2152909.8,4251467.5,
797,136.86279054391198,10.424434,,,,43,,,,,,,1751813.1,1834727.9,1807982.5,0,0,0,
699,136.8629623683843,10.165453,,,,,,,,,,,197663.98,300382.88,210737.05,0,0,0,
40,138.05508238892745,2.8335507,,,,13,,,,,,,0,0,0,729429.0,699165.94,635383.44,
25,138.0550898729762,1.6896406,,,,,,,,,,,0,0,0,2169571.0,2189070.2,3493681.5,
743,138.99532350947152,10.33183,,,,30,,,,,,,0,0,0,4209994.0,4422416.5,4454389.5,
823,139.01789108739703,10.520473,,,,38,,,,,,,0,0,0,1.0097925E7,1.0482867E7,1.011755E7,
613,139.94442493503823,8.93685,,,,,,,,,,,7102813.5,6776835.5,6783019.5,0,0,0,
759,139.98787748072073,10.36626,,,,30,,,,,,,0,0,0,2.6880322E7,2.7495566E7,2.7274766E7,
728,140.0681798605458,10.248431,,,,,,,,,,,0,0,0,659295.6,560391.5,596098.6,
413,140.0682495941808,7.864448,,,,40,,,,,,,0,0,0,367544.5,387615.97,402318.38,
300,140.06827301154033,7.374965,,,,5,,,,,,,0,0,0,415988.38,469224.88,470809.44,
31,140.06828125057984,2.4381814,,,,,,,,,,,0,0,0,43240.918,86922.38,86683.18,
59,140.0682886495974,3.7444277,,,,,,,,,,,0,0,0,70989.58,104845.33,104798.42,
753,141.95852633580583,10.333577,,,,,,,,,,,0,0,0,1692146.6,2114861.0,1749764.6,
2,141.9587240582746,0.033175692,,,,0,,,,,,,0,0,0,1.1490568E7,8401688.0,1.0876501E7,
10,141.95873565848458,0.32146966,,,,3,,,,,,,0,0,0,8587854.0,1.4746755E7,5522232.0,
760,141.9833240192164,10.36626,,,,30,,,,,,,0,0,0,1.036238E7,1.0441034E7,1.0472705E7,
610,142.92884117955077,8.929245,,,,9,,,,,,,4009751.0,3806867.0,4122713.2,0,0,0,
7,143.9591174068542,0.31966695,,,,,,,,,,,0,0,0,283899.4,490633.8,840383.1,
1,143.95914080933593,0.034982607,,,,,,,,,,,0,0,0,221170.83,91169.72,248489.75,
762,143.9808681955501,10.368,,,,30,,,,,,,0,0,0,1370528.0,1370583.1,1361345.8,
600,144.92334123505353,8.901017,,,,9,,,,,,,9.005266E7,8.40934E7,1.0845118E8,0,0,0,
704,144.98217381918678,10.175268,,,,58,,,,,,,0,0,0,2.1425664E7,7507640.0,1.5264123E7,
834,145.03525844783022,10.941455,,,,,,,,,,,0,0,0,9211714.0,9413920.0,9322635.0,
598,145.9234949695294,8.899269,,,,9,,,,,,,9195912.0,1.0486931E7,8286340.5,0,0,0,
621,146.96581818338154,8.954293,,,,9,,,,,,,8148946.0,6859683.5,7302789.5,0,0,0,
571,146.96583938471213,8.6991005,,,,,,,,,,,4.161667E7,4.0946836E7,4.4552976E7,0,0,0,
703,146.9802866973623,10.167394,,,,58,,,,,,,0,0,0,9715590.0,3439236.0,3229767.8,
833,147.03088270169232,10.845202,,,,,,,,,,,0,0,0,5561993.0,5764449.0,5763578.5,
158,147.08046984462678,5.831631,,,,55,,,,,,,0,0,0,233216.47,295731.25,255060.53,
180,147.080530559483,6.1017194,,,,10,,,,,,,0,0,0,2.0449328E7,3.37832E7,2.2549684E7,
524,150.889402386934,8.33097,,,,,,,,,,,2263777.5,2166740.0,2436460.0,0,0,0,
615,150.8894055480176,8.942053,,,,9,,,,,,,2660066.2,2885859.8,2745503.5,0,0,0,
754,152.99488280379987,10.343906,,,,30,,,,,,,0,0,0,1670331.0,1759399.0,1536843.1,
820,154.0049389944828,10.497665,,,,38,,,,,,,0,0,0,2444328.2,2515498.2,2517970.5,
27,154.04996796111053,1.7421814,,,,21,,,,,,,0,0,0,1111081.8,1008220.44,2011934.6,
750,154.99016772150534,10.33548,,,,30,,,,,,,0,0,0,2.7373912E7,3.06347E7,2.9119792E7,
785,156.9906075590908,10.37848,,,,30,,,,,,,0,0,0,7797681.0,7892164.0,7868386.5,
717,158.96406228704416,10.230296,,,,26,,,,,,,0,0,0,2624077.2,1906315.6,1869687.1,
787,158.9860313455945,10.381978,,,,30,,,,,,,0,0,0,3042893.8,3095836.5,3145120.2,
3,159.96921900056975,0.034979135,,,,0,,,,,,,0,0,0,4641526.5,4326045.5,4479709.5,
8,159.96925114742473,0.31784475,,,,3,,,,,,,0,0,0,4084891.5,4295066.0,5161697.0,
802,160.84198904753228,10.478199,,,,14,,,,,,,3460049.8,3415611.0,3486700.5,0,0,0,
602,160.91825305905567,8.909862,,,,,,,,,,,3444529.5,3813960.5,3202049.8,0,0,0,
576,161.9135307818622,8.772304,,,,,,,,,,,5886610.5,5681554.0,6061714.5,0,0,0,
803,162.8390107902811,10.478199,,,,14,,,,,,,3227168.2,3180952.8,3246165.0,0,0,0,
739,163.99046213743654,10.328528,,,,30,,,,,,,0,0,0,3112184.2,3114640.2,2318191.0,
804,164.8359434306865,10.479973,,,,14,,,,,,,952907.5,941471.44,947887.0,0,0,0,
808,164.9271201822709,10.485307,,,,30,,,,,,,1292214.0,1245790.5,1219811.6,0,0,0,
44,165.0555656357753,3.0975008,,,,,,,,,,,677903.75,1132730.0,647364.3,0,0,0,
181,165.09111488084397,6.1017194,,,,10,,,,,,,0,0,0,1058426.0,1798361.6,1163049.0,
790,165.9829019781305,10.4041605,,,,30,,,,,,,0,0,0,2994280.8,2999492.8,2786776.0,
821,167.01279109961246,10.499281,,,,38,,,,,,,0,0,0,4.358381E7,4.570683E7,4.469897E7,
818,168.01607192002172,10.4940405,,,,38,,,,,,,0,0,0,2303669.5,2426957.2,2340229.5,
627,168.98623669384725,8.96478,,,,,,,,,,,719565.1,455551.78,438039.06,0,0,0,
740,169.97724299348775,10.328528,,,,30,,,,,,,0,0,0,2090951.4,2523196.0,2717459.5,
832,169.9773038008394,10.813591,,,,,,,,,,,0,0,0,1639406.1,4723972.0,1162215.4,
835,171.99293445464994,10.990345,,,,,,,,,,,0,0,0,5334411.0,5685771.0,5775479.0,
43,172.09788482420603,3.0340412,,,,,,,,,,,592831.2,722649.5,617411.94,0,0,0,
46,172.1332863110197,3.1901295,,,,24,,,,,,,0,0,0,1050209.2,1000862.06,1013033.6,
736,172.95630883965146,10.326571,,,,30,,,,,,,0,0,0,7769538.0,7586959.5,7882801.0,
18,172.9771650860481,0.39007828,,,,,,,,,,,0,0,0,1454416.0,1540978.1,1527799.4,
737,174.9532930730195,10.326571,,,,30,,,,,,,0,0,0,1219012.0,1189366.0,1864198.0,
794,174.95635645668006,10.419445,,,,30,,,,,,,1.5346891E7,1.5051111E7,1.3527078E7,2511086.8,2453941.5,2466169.5,
4,176.98454022260955,0.034979135,,,,0,,,,,,,0,0,0,1047339.4,1022336.06,1035003.7,
9,176.98454962692904,0.31965515,,,,3,,,,,,,0,0,0,913744.7,933284.5,407455.72,
726,180.97285911337272,10.2366905,,,,47,,,,,,,1822196.6,1854129.1,1810472.6,0,0,0,
432,180.97289823990596,7.8665047,,,,,,,,,,,692223.7,456398.75,791587.94,0,0,0,
364,180.97292233868924,7.765661,,,,54,,,,,,,280596.75,371804.56,337585.2,0,0,0,
285,180.97294489308624,7.373001,,,,6,,,,,,,547158.06,538946.2,537788.44,0,0,0,
767,181.01436325547766,10.369756,,,,30,,,,,,,0,0,0,4991951.5,5250397.0,5315389.0,
738,182.9851056286819,10.328315,,,,30,,,,,,,0,0,0,1.8995584E7,1.9318986E7,1.9853678E7,
765,183.00977404215914,10.369751,,,,30,,,,,,,0,0,0,1869142.9,1992402.0,1988661.4,
612,183.93417529847784,8.935117,,,,9,,,,,,,3.544251E7,3.670501E7,3.7069556E7,0,0,0,
830,184.002908729641,10.555592,,,,38,,,,,,,0,0,0,6884058.5,6825015.0,6564892.0,
766,184.98545751132562,10.369751,,,,30,,,,,,,0,0,0,8216978.5,8208764.0,8527034.0,
764,186.98088741042093,10.36975,,,,30,,,,,,,0,0,0,3141608.2,3197577.0,3281207.2,
16,186.98101435825677,0.32146966,,,,,,,,,,,0,0,0,177004.67,146788.0,190878.4,
14,190.9283262713466,0.32403484,,,,,,,,,,,571362.5,1109530.8,1066547.4,0,0,0,
793,190.92835223030283,10.415185,,,,,,,,,,,744895.8,1019148.56,889236.1,0,0,0,
829,191.94617356766935,10.553773,,,,,,,,,,,2462727.5,2323690.8,2834835.0,0,0,0,
755,192.92865404144302,10.344056,,,,,,,,,,,1029333.4,1031585.5,1032212.75,0,0,0,
319,192.92875595627183,7.5482235,,,,,,,,,,,171480.88,123629.766,307795.56,0,0,0,
333,192.92875646628508,7.6728435,,,,,,,,,,,291658.94,184893.23,183500.28,0,0,0,
258,192.9287718097743,7.3068013,,,,,,,,,,,208861.73,304670.8,102312.516,0,0,0,
47,194.11530587325248,3.1901295,,,,24,,,,,,,0,0,0,5550690.0,5608868.5,5752086.5,
422,194.9057008137887,7.8699994,,,,36,,,,,,,1083221.5,879397.3,720562.94,0,0,0,
376,194.9057415980495,7.7813945,,,,,,,,,,,302730.53,448948.4,418339.3,0,0,0,
273,194.90574273188108,7.369503,,,,6,,,,,,,332504.7,442383.0,394604.12,0,0,0,
137,195.10164424140734,5.6147423,,,,34,,,,,,,0,0,0,763165.75,753661.0,792258.3,
809,195.81078037386075,10.485307,,,,30,,,,,,,415513.66,392036.9,384028.2,0,0,0,
542,195.81078913725506,8.478148,,,,49,,,,,,,4840933.5,4307902.0,4389839.0,0,0,0,
751,196.01669460133292,10.33548,,,,30,,,,,,,0,0,0,1588109.5,1538541.5,1608647.9,
580,197.80772842826,8.770309,,,,,,,,,,,486817.44,106865.164,176820.25,0,0,0,
810,197.80782131636624,10.485307,,,,30,,,,,,,528951.94,492527.53,507616.28,0,0,0,
541,197.8078356829012,8.476387,,,,49,,,,,,,6019668.0,5385216.0,5898225.0,0,0,0,
811,199.80486879968328,10.485307,,,,30,,,,,,,233517.11,218456.77,222757.5,0,0,0,
543,199.80490094080122,8.478148,,,,49,,,,,,,2764088.0,2517123.5,2473641.8,0,0,0,
611,199.9291425782059,8.933378,,,,9,,,,,,,1931784.5,2073812.5,1986266.5,0,0,0,
664,200.85871797430136,9.057971,,,,28,,,,,,,731758.3,1240719.2,1338694.0,0,0,0,
590,200.85874648132574,8.871563,,,,9,,,,,,,3132237.5,3276424.8,3081092.0,0,0,0,
54,201.05962880800863,3.6546624,,,,,,,,,,,0,0,0,183206.77,150574.69,383144.03,
824,201.9756361012609,10.522572,,,,38,,,,,,,0,0,0,894870.0,910274.3,944537.5,
