Filename,2024_POS_Y-EV_1_CTRL_Run88.mzML,2024_POS_Y-EV_2_CTRL_Run117.mzML,2024_POS_Y-EV_3_CTRL_Run138.mzML,2024_POS_Y-6MSAS_1_Run91.mzML,2024_POS_Y-6MSAS_2_Run108.mzML,2024_POS_Y-6MSAS_3_Run135.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
377/282.1196mz/2.01min,1744130.2,1838192.1,3773860.8,1643824.9,1814210.8,1563947.1
379/158.0812mz/2.06min,10162038.0,11787009.0,12334134.0,8882953.0,9438457.0,7424395.0
381/381.1519mz/2.1min,570253.94,676393.75,656280.9,409294.6,337509.34,269529.62
382/99.5121mz/2.11min,604648.75,186223.0,371107.56,75936.74,125473.984,251750.94
383/380.1485mz/2.1min,4683881.0,4665987.5,5659207.0,3449329.2,2882396.5,2349097.0
384/244.1907mz/2.11min,637374.56,597833.8,1110399.5,626821.0,492922.47,539460.5
385/251.1502mz/2.12min,259388.27,314678.3,686335.4,244969.66,317707.6,283413.5
386/112.0756mz/2.13min,293251.7,386460.12,334832.03,260317.83,266568.22,207164.12
387/261.1444mz/2.14min,20329.219,22692.406,137899.05,5723.2354,34337.902,17637.969
388/247.1077mz/2.16min,18237.295,34988.438,124025.78,16360.783,41283.453,16135.776
390/290.087mz/2.17min,413871.28,455834.4,1289858.6,374315.66,509065.78,453594.7
392/302.1961mz/2.18min,103122.414,132624.47,218273.6,54263.812,92966.83,83242.4
393/220.1179mz/2.18min,601485.4,646740.25,901207.75,530498.3,719660.25,547404.2
394/184.1695mz/2.22min,3007995.8,2634294.8,4312386.0,3019765.5,2239969.8,2440482.5
395/384.1148mz/2.22min,1070292.6,1264514.2,1272040.9,1016580.9,957278.75,942159.8
396/242.1862mz/2.24min,654354.25,718636.9,1698891.1,578856.06,721658.7,650923.56
397/443.177mz/2.24min,666725.1,726268.7,1767865.0,575967.1,775371.56,672949.7
398/188.0706mz/2.25min,4925287.5,5213825.5,6598833.5,4515362.0,4278920.0,4340489.5
399/200.1046mz/2.25min,6213858.0,6351282.0,6177002.5,6305715.5,6348231.0,6249416.5
400/205.0971mz/2.25min,3823960.2,4002189.8,4935510.5,3496022.5,3299940.0,3246817.5
401/217.1247mz/2.25min,568641.94,552631.5,524716.56,559561.3,560974.56,566450.0
402/218.1281mz/2.25min,7671792.0,7707164.0,7364754.0,7765374.0,7666489.5,7640478.5
403/199.1012mz/2.26min,477690.3,477538.66,474440.6,489449.6,484818.25,489464.22
404/434.213mz/2.27min,338585.4,369913.38,929497.9,295583.53,394138.3,251631.75
405/195.1227mz/2.28min,664522.94,614242.9,666269.2,668922.94,577743.9,524573.25
406/217.1046mz/2.28min,260846.55,264020.44,276977.16,263502.2,270355.34,211907.1
407/259.1764mz/2.29min,411286.16,449519.7,410409.8,433000.84,454713.0,390118.2
408/324.0747mz/2.31min,506443.8,375136.0,1200357.5,264819.03,388851.38,135798.95
409/244.2012mz/2.3min,985130.06,982838.0,977072.94,932771.0,1015885.0,1012381.3
410/231.1703mz/2.3min,141845.4,156320.86,258546.95,158531.6,143992.55,140052.88
412/190.0497mz/2.33min,31263.107,32114.701,76573.625,24718.367,43282.234,30217.057
413/247.1076mz/2.33min,245302.19,272186.88,647664.8,224557.08,295001.2,245815.48
414/292.1026mz/2.34min,1274810.6,1326961.2,4776365.5,1126420.8,1443370.9,1257197.4
415/270.1924mz/2.33min,274038.66,278203.4,577311.75,237644.3,298764.06,272166.1
416/392.1484mz/2.35min,392422.66,393768.16,538912.4,334000.28,320216.1,277528.44
417/217.1051mz/2.36min,829642.8,754708.25,1332923.0,775601.4,729108.1,794490.3
418/389.1705mz/2.35min,298993.1,327365.4,798872.0,242047.25,342217.97,289496.94
419/239.1026mz/2.35min,107900.4,126989.445,209011.16,92556.27,94859.9,74429.914
420/216.1019mz/2.36min,5319719.0,5180499.0,9444457.0,5182732.0,4949095.5,5428151.0
423/225.087mz/2.37min,1235119.0,1358229.1,1439884.2,1050958.2,967428.75,877330.0
424/244.2012mz/2.37min,1409882.8,1384458.9,1344592.8,1394149.1,1371730.5,1327948.2
425/302.1961mz/2.38min,746590.0,576012.06,697582.6,596258.0,306416.78,271119.94
426/443.177mz/2.38min,219987.25,250906.98,639751.75,188802.56,259729.38,230351.61
427/224.0917mz/2.39min,433195.53,431773.34,901718.44,397951.38,483107.12,413916.72
428/140.1434mz/2.39min,566729.56,537074.44,619012.6,603246.8,431946.22,406656.12
429/261.1444mz/2.39min,435759.53,444116.2,484809.75,458898.94,371555.25,337301.56
431/229.1546mz/2.4min,346424.8,410834.34,560279.7,515534.0,408998.0,280274.62
432/434.213mz/2.4min,168808.7,185383.75,466725.7,135315.16,187090.52,168790.28
434/192.0689mz/2.42min,208209.8,145930.72,777006.94,89515.0,150496.8,106954.64
435/393.223mz/2.41min,472914.12,508051.88,1223840.2,421547.03,538145.3,470184.8
436/298.0968mz/2.44min,1746409.5,1738247.2,1977154.0,1350241.0,1325895.0,1334912.2
437/190.0498mz/2.46min,273063.94,299982.72,626873.6,240051.95,372785.28,266071.84
439/261.1444mz/2.46min,657495.06,669386.06,740211.8,631548.94,557602.94,537255.1
440/114.0913mz/2.49min,1272100.5,1308511.4,2045529.2,1275484.2,1309350.1,997829.75
441/240.1059mz/2.51min,462527.28,530153.06,590010.6,492193.2,396931.7,455142.28
442/244.2012mz/2.51min,367711.0,377230.28,384311.47,369996.56,380864.88,369555.44
443/221.092mz/2.52min,312195.84,379777.78,420990.6,342883.0,283600.97,316333.12
445/239.1026mz/2.52min,4043102.2,4430746.5,4911474.5,4166327.8,3483181.8,3775032.8
446/443.177mz/2.52min,109542.266,181298.16,340580.72,98464.47,139822.66,109684.84
448/184.1695mz/2.54min,357550.3,338632.4,548757.06,364499.2,264249.53,308438.22
449/434.213mz/2.54min,347039.3,387763.5,864510.44,320796.75,401762.1,359533.84
450/226.1801mz/2.57min,37926.727,29225.766,46389.746,52816.508,28690.445,25478.105
451/153.1022mz/2.57min,28158.625,30918.777,184029.16,30465.05,20432.895,35729.574
452/393.2232mz/2.57min,52984.406,58586.887,177356.66,48695.363,65462.383,52577.465
453/443.177mz/2.56min,41214.6,125748.13,154708.16,98464.47,62086.184,60890.81
454/316.2117mz/2.59min,341418.78,411806.38,395376.2,339177.06,482164.6,438675.6
455/280.0927mz/2.6min,68868.3,82408.72,101642.42,58455.383,57118.46,56401.91
456/409.1352mz/2.6min,1464817.5,1627320.6,1796296.0,1211084.5,1213302.2,1123975.5
457/231.1127mz/2.63min,622686.8,660240.06,1479742.8,579018.25,646007.94,562830.6
458/213.1597mz/2.67min,40149.082,41514.22,38544.53,21988.457,34796.84,22793.605
459/259.2202mz/2.67min,474022.53,512803.66,515959.78,512697.44,511691.1,480673.2
460/245.1859mz/2.67min,48247.883,63738.02,136495.12,58232.793,79488.08,41036.066
461/243.1338mz/2.7min,16864.453,11180.057,60531.594,14857.831,19137.992,11891.662
462/407.2386mz/2.7min,165442.34,194947.48,438883.28,159553.66,192390.55,160553.94
463/130.159mz/2.71min,663148.06,553576.4,803681.94,625081.56,511306.3,528259.5
465/190.0895mz/2.75min,116929.53,102603.164,400870.0,40512.19,33808.45,45203.863
466/138.0549mz/2.72min,330858.22,305869.62,448197.47,361945.03,254422.56,281544.62
467/300.1077mz/2.72min,5295564.0,5358598.5,5115319.0,4830180.5,3508123.2,3064660.5
468/301.1111mz/2.72min,757457.8,755686.3,733219.7,672866.06,491021.47,429280.25
469/229.1546mz/2.73min,34142.855,29006.225,92024.66,10295.592,29127.662,6916.1025
470/217.1546mz/2.74min,398831.94,408066.62,1036852.75,357589.22,392243.38,374594.16
471/202.1801mz/2.74min,326429.44,346868.5,462028.6,375715.56,256201.17,263955.2
472/316.2117mz/2.75min,811538.75,943442.75,1022684.4,817887.4,1104557.2,974137.06
473/259.1189mz/2.77min,1019742.2,1049702.5,1124099.6,1035704.5,667503.94,750705.2
474/272.1128mz/2.77min,188821.77,215710.1,320579.97,178047.36,199876.84,159016.0
475/306.1182mz/2.77min,3497970.2,3774155.5,8868566.0,2984985.0,4040977.8,3471614.0
476/231.1127mz/2.77min,302784.8,296181.1,814743.6,275728.3,315008.97,249821.84
477/260.1129mz/2.77min,244305.44,258623.98,708528.4,198607.6,299691.62,254482.44
478/288.1077mz/2.77min,176658.17,204061.61,576398.56,151723.1,204658.14,188856.4
479/188.0705mz/2.79min,118014.445,162002.66,229332.73,127795.984,119694.95,83372.85
482/259.2202mz/2.8min,251980.88,255471.78,216753.3,252003.34,244866.1,229199.5
483/169.076mz/2.81min,6773040.0,6563274.0,10466924.0,6586356.5,6411155.0,6282243.5
485/170.0793mz/2.81min,739799.56,748247.44,1114778.1,735053.8,727661.94,716779.94
486/153.1021mz/2.81min,63737.65,144110.36,537177.0,96237.67,93234.8,137787.16
488/245.1859mz/2.81min,9948.447,8419.043,84294.234,7919.9224,17690.105,15385.035
492/201.0702mz/2.82min,194773.3,211800.02,245143.42,177306.84,158338.22,145343.61
495/139.0583mz/2.82min,8287646.0,8772204.0,11028493.0,8162986.0,7681023.5,7723344.5
497/328.1001mz/2.79min,420599.16,312519.7,1212994.4,224448.86,327743.78,236995.75
498/121.0477mz/2.82min,8066635.0,8297497.5,10920018.0,7784163.0,7466982.5,7676658.5
499/138.055mz/2.82min,110393250.0,112155530.0,141496660.0,109442824.0,100001980.0,102772530.0
500/92.0494mz/2.82min,983452.44,1039924.25,1323065.5,904998.94,887633.0,908170.0
502/120.0444mz/2.83min,106981460.0,109321090.0,144984910.0,104851784.0,100724080.0,102383150.0
504/271.0713mz/2.83min,1407126.4,1142773.2,1352678.2,1296715.0,1160204.4,934663.5
507/272.0794mz/2.83min,1753540.0,1466462.6,1423427.9,1681804.6,1468531.5,1290685.8
508/272.1855mz/2.83min,1369607.0,1608813.8,1651850.5,1304397.1,1508703.4,1361442.4
509/261.1444mz/2.83min,396323.4,432136.62,284405.56,401162.8,354151.8,319136.5
510/243.1338mz/2.85min,153721.25,157327.81,298563.12,121366.18,175774.05,127252.12
512/300.1077mz/2.87min,466088.62,513968.16,591127.2,490534.75,358273.53,392760.9
513/306.128mz/2.87min,855283.25,930733.06,1364842.6,753071.0,795405.0,850636.3
515/391.171mz/2.95min,385924.56,518623.0,1347749.6,334968.44,576636.5,476346.28
516/321.1478mz/2.93min,252992.6,296373.94,581484.4,275642.28,334407.12,249260.42
517/338.1445mz/2.94min,331701.88,221756.05,288754.94,235074.45,214029.88,153168.31
518/243.1338mz/2.93min,35250.145,41450.652,81911.53,64760.13,55850.77,32116.664
521/195.1128mz/2.95min,172300.67,184623.42,680474.5,200474.05,146386.56,171521.5
522/183.0916mz/2.97min,712750.0,704200.7,1220870.0,717038.8,701227.8,667904.0
523/340.1025mz/2.98min,1210571.6,1343384.5,3182155.8,1028261.1,1409446.8,1166342.9
525/294.0607mz/3.0min,220183.47,257988.33,599380.0,194410.11,261706.83,219000.31
526/312.0713mz/3.0min,1594726.0,1809190.9,4077007.8,1403715.8,1860368.9,1556636.1
527/334.0532mz/3.0min,230010.66,273580.53,551105.56,207531.94,285484.97,245554.28
528/153.1022mz/3.06min,24741.316,36283.87,267425.75,11315.031,36834.645,25869.473
530/231.1703mz/3.07min,1685726.4,1807092.1,4376882.5,1490296.2,1900224.4,1638609.4
531/232.1736mz/3.07min,191033.78,192301.48,495349.72,165340.17,207638.69,178290.4
532/213.0733mz/3.13min,259743.42,279857.2,451699.3,295605.78,380159.1,162931.69
533/267.1126mz/3.15min,32303.2,35546.62,94252.2,33493.96,42185.1,34150.367
535/208.0968mz/3.23min,90045.88,83254.234,178678.9,84424.48,100853.11,77161.18
536/260.1127mz/3.25min,5937.0767,0.0,45518.42,0.0,11415.326,0.0
537/288.1075mz/3.25min,33458.15,37812.816,184018.23,23982.988,48357.06,34692.742
538/427.1685mz/3.27min,215081.16,233126.17,627178.1,182429.19,257924.62,210442.66
539/405.1865mz/3.28min,2314971.2,2437028.2,5116544.5,2053401.0,2585623.5,2173339.0
540/320.1703mz/3.29min,40994.156,53611.17,55482.746,54401.777,43652.445,37994.445
541/240.0866mz/3.34min,616992.4,673278.6,1410242.0,539079.9,573158.9,534778.3
542/245.1859mz/3.35min,402274.28,443927.38,1059616.8,359751.97,396058.72,357432.78
543/182.1903mz/3.37min,469717.53,419933.2,636096.75,521163.28,483586.12,464757.75
544/195.1128mz/3.37min,94200.91,128430.42,568688.1,71716.75,109685.9,99895.96
545/217.107mz/3.43min,377281.94,414014.1,378309.78,321751.3,342424.6,297919.44
546/196.0968mz/3.47min,918565.94,903271.0,1321664.0,751134.4,465903.5,530745.3
547/228.2321mz/3.48min,524046.22,508544.84,668825.25,493578.72,467025.75,493233.1
548/246.1699mz/3.48min,261324.25,260021.06,238432.08,234253.78,261070.12,242814.7
549/208.0968mz/3.52min,69050.11,80631.77,120335.8,63422.777,52550.594,44332.914
550/402.2485mz/3.52min,61869.062,74944.766,132270.55,58035.812,63535.91,56463.816
552/213.1597mz/3.53min,506720.53,561148.06,1222449.1,517432.88,503832.88,584657.75
553/274.1648mz/3.54min,884340.7,887527.9,860537.8,867530.44,872945.6,827091.9
554/419.2022mz/3.55min,583275.5,629696.2,1538330.1,422513.75,661624.06,564388.7
555/228.2321mz/3.56min,194626.83,175478.92,261411.95,195149.72,154847.23,174017.61
557/210.1124mz/3.6min,321473.9,344293.25,563310.7,251400.28,275082.8,211708.66
558/224.0917mz/3.62min,47538.84,68931.69,227577.92,36575.875,43184.98,71696.27
560/228.2321mz/3.67min,2663886.2,2698654.8,3458397.5,2494040.5,2349850.8,2491316.2
561/246.1699mz/3.69min,225424.4,230531.92,201745.98,227183.5,204207.39,212022.08
562/182.1903mz/3.68min,50017.29,44128.832,62018.53,42981.234,28362.436,37083.395
563/235.0865mz/3.7min,301022.53,325772.3,418694.75,337775.4,293833.53,302732.84
564/402.2484mz/3.64min,250200.86,332562.66,488374.66,272041.44,281241.38,262493.25
565/591.2257mz/3.72min,327483.28,225086.5,283829.16,243542.47,249844.97,228496.23
566/586.2703mz/3.72min,1540216.4,1004335.56,1335931.8,1126212.2,989970.94,973663.7
567/320.1703mz/3.75min,71037.47,70257.914,59118.695,75009.875,56621.445,50856.344
568/195.138mz/3.83min,106271.484,109143.35,105776.21,92664.42,113136.86,109210.08
569/233.0784mz/3.85min,568200.06,518698.22,479241.47,565405.5,504513.44,475104.12
570/296.1182mz/3.87min,1022221.1,1073647.1,1291972.4,1132519.9,905606.06,959257.06
571/246.1699mz/3.93min,519800.25,571127.2,1987819.8,598609.75,902332.4,611605.25
572/514.2855mz/3.97min,737028.3,705689.5,773925.8,718194.56,551726.56,560469.1
573/208.0968mz/4.01min,20984.156,12054.776,39156.016,30593.951,27404.271,11960.316
574/166.0862mz/4.08min,115847.35,112845.75,128414.375,91734.484,80839.41,84550.67
576/208.0968mz/4.19min,300740.84,378831.47,1099749.8,321363.34,299374.66,499347.4
577/274.1649mz/4.21min,54366.617,53743.312,71238.83,57202.062,56833.4,55762.41
578/321.1738mz/4.32min,992001.3,1086072.6,946663.9,1188894.9,752649.1,609815.06
579/320.1703mz/4.32min,6569192.5,7346856.5,6219641.0,7746718.0,5033366.5,4081094.0
580/325.1257mz/4.32min,791564.8,947592.75,800734.6,941984.56,583432.44,503318.22
581/195.1379mz/4.34min,812781.0,875569.5,807515.7,782296.7,792289.0,852723.7
582/364.1965mz/4.4min,557508.9,597157.3,622036.4,655514.5,448186.44,468425.44
583/226.1801mz/4.43min,1147407.1,1148428.6,1297287.9,1180101.9,1254520.1,1294689.4
584/244.1906mz/4.43min,809037.44,790912.44,881573.9,828726.0,854825.3,867505.9
585/408.2226mz/4.47min,633332.44,667080.5,704495.3,719220.7,508537.53,516782.97
586/392.1914mz/4.56min,2846319.8,3179010.2,2858204.5,3341089.8,2150102.2,2246018.5
587/397.1467mz/4.56min,378749.62,429657.97,414631.47,477010.88,267929.22,332312.88
588/249.1022mz/4.6min,517250.03,562867.0,646210.5,554496.9,405732.1,443767.3
589/267.1128mz/4.6min,1547464.6,1677724.2,1818042.5,1613221.2,1259570.4,1245010.8
592/230.9844mz/4.75min,646758.6,703483.4,682182.56,702944.9,668563.6,635513.75
594/211.9705mz/4.75min,3249104.8,3501345.2,3369710.0,3554815.0,3194117.5,3195203.5
595/213.9685mz/4.75min,3132329.8,3432208.5,3270570.8,3395185.2,3154421.8,3043299.2
596/229.9811mz/4.75min,7804118.5,8275373.0,7922021.5,8622640.0,7909034.5,7567063.5
597/231.979mz/4.75min,7680762.0,8238684.0,7872870.0,8469900.0,7813066.0,7556184.5
598/232.9823mz/4.75min,646710.8,675164.56,637987.9,702143.44,650491.4,632565.44
599/656.071mz/4.75min,1528407.6,1645017.6,1877409.1,1493334.6,1586145.6,2041391.4
600/524.2697mz/4.76min,386681.56,386359.62,403849.9,413790.72,306646.97,303118.16
601/551.2695mz/4.8min,668893.75,768663.1,741831.06,771864.8,521509.62,548667.0
602/573.2513mz/4.8min,1935320.0,2297326.5,2320134.5,2301398.0,1571178.5,1630346.9
607/568.2961mz/4.81min,20329090.0,22598366.0,22018754.0,22707606.0,16573138.0,16794788.0
609/211.0866mz/4.87min,85409.66,81906.52,91273.21,82168.555,50239.758,70195.78
610/228.1958mz/4.88min,2834882.5,2840944.8,3411175.8,3128168.2,3050130.0,3282259.2
611/250.1777mz/4.88min,488450.84,468579.78,548775.1,540673.44,515770.0,551126.1
612/229.1991mz/4.88min,376434.88,374900.4,443264.38,423216.9,406139.34,435107.4
613/267.1128mz/4.92min,36088.74,44952.383,49094.16,37513.867,31623.23,33542.85
614/158.1539mz/4.95min,790881.56,815626.3,748379.0,788627.7,776645.1,811551.44
616/640.3173mz/4.96min,1098823.4,1196946.0,1259036.6,1216594.5,899960.25,903569.2
618/244.1907mz/5.13min,74583.19,60355.43,163491.55,83039.055,59073.305,124655.82
619/432.238mz/5.21min,22015.445,33123.73,61704.176,31552.82,33489.31,49021.55
620/387.1801mz/5.21min,415267.47,472704.7,765141.75,474192.8,592199.3,484209.75
621/404.2066mz/5.21min,436804.84,491200.3,769826.3,509803.47,617692.1,513708.84
622/209.1536mz/5.26min,105422.53,119328.5,107104.625,112644.02,111894.19,132078.05
623/272.2584mz/5.35min,255744.25,246972.06,340817.9,396399.12,458231.66,442854.4
624/300.2897mz/5.45min,33457.594,35496.78,42647.633,44542.676,46670.617,36962.08
625/319.3036mz/5.44min,1375030.6,1460338.2,1503850.0,1506000.5,1662889.6,1191302.2
626/318.3003mz/5.45min,7039743.5,7434715.5,7826692.0,7774425.5,8533090.0,6150910.5
627/356.1029mz/5.46min,755166.9,764200.94,850742.4,753596.06,635127.6,675740.4
628/387.193mz/5.56min,325564.9,320251.8,311618.22,429504.3,396341.62,399898.62
629/256.2634mz/5.54min,20889.637,23502.65,32374.365,38245.305,25058.041,30901.955
630/239.1641mz/5.62min,304043.62,310298.4,371347.97,298998.78,211833.7,209473.05
632/437.1932mz/5.64min,324336.2,318658.38,337647.12,320591.06,286124.9,306595.6
633/415.2113mz/5.64min,1807646.8,1720918.8,1924993.8,1688554.8,1709557.2,1723474.9
634/432.2378mz/5.64min,2173636.2,2033329.0,2204295.2,1992663.1,2008886.9,1954734.0
635/446.2535mz/5.64min,379785.1,347529.34,323382.88,358650.62,331364.62,333488.53
636/312.1131mz/5.66min,1162222.2,1111382.9,1392207.1,1067716.0,901123.3,1031664.8
637/307.2478mz/5.68min,433005.2,448187.72,435119.3,445582.84,442392.4,440031.0
638/302.3053mz/5.71min,1957870.0,2146134.8,2191752.0,2004730.2,2463921.8,1932159.8
639/284.2947mz/5.72min,43690.957,47264.75,50511.742,44766.65,60786.434,47304.66
640/330.3002mz/5.76min,390860.0,351217.84,174858.81,447304.4,385262.7,339530.88
641/452.277mz/5.75min,2256510.8,1819766.8,1472066.9,1733640.8,1786807.1,1351515.2
643/415.2113mz/5.77min,40005.086,33712.992,51904.844,39521.965,41478.375,33498.074
644/516.3057mz/5.8min,321945.6,294356.9,175424.11,250487.94,247458.64,159090.08
645/494.3239mz/5.79min,7716477.0,6855213.0,4210253.0,5815463.0,6122138.5,3784665.2
647/301.2931mz/5.82min,930649.3,887758.44,934980.8,1234098.8,1103951.1,1082484.0
648/300.2897mz/5.82min,4739412.5,4407179.5,5004230.0,6340743.0,5680471.5,5515363.0
649/452.2769mz/5.85min,2427337.2,1973098.9,1589003.8,1962851.2,1928421.4,1668152.9
651/337.1046mz/5.86min,391552.6,369223.97,376494.5,400884.0,314029.0,332092.0
652/344.3158mz/5.85min,679048.1,636845.9,399047.97,871685.94,616625.25,525035.75
653/494.3239mz/5.9min,6389339.5,5890835.5,3817696.0,5730009.5,5268747.5,3830572.2
654/346.3315mz/5.91min,9752865.0,10693382.0,10266452.0,9740860.0,8887366.0,7493324.0
655/347.3349mz/5.91min,2134898.8,2352792.2,2233959.2,2148315.2,1924715.6,1628658.4
656/516.3057mz/5.91min,345936.06,331866.22,199973.88,332651.66,267001.28,197598.9
658/284.2948mz/6.01min,545456.25,485229.38,616612.25,578215.25,496816.44,497407.62
659/344.3158mz/6.02min,262513.0,362828.4,403250.72,496949.28,522507.47,346365.25
660/255.2318mz/6.06min,200476.83,207339.34,239841.95,260367.98,208888.17,173216.45
661/330.3366mz/6.17min,760123.56,843055.7,897587.4,705404.5,858717.75,624839.9
662/454.2927mz/6.13min,121634.54,82226.914,72324.32,77682.016,89850.03,73639.73
664/496.3396mz/6.19min,624579.9,550193.75,325981.78,393425.25,519312.34,300179.06
665/328.321mz/6.27min,3796223.8,4055792.2,4498048.5,4285818.0,4618783.0,3550824.2
666/358.3314mz/6.25min,494531.12,480677.1,197234.22,521793.06,381043.5,373458.72
667/454.2926mz/6.24min,2279946.8,1922381.8,1692237.6,1833128.0,1692723.0,1416125.5
668/372.347mz/6.31min,928532.3,830792.56,521517.4,998422.25,526754.4,672231.3
669/329.3244mz/6.27min,775543.25,855602.0,821042.6,920616.9,1016753.06,747339.9
673/440.4096mz/6.37min,581450.8,540053.94,701862.0,555574.56,568210.44,530288.8
674/518.3213mz/6.3min,407023.97,331872.38,251503.98,313351.0,297057.72,209868.0
675/496.3396mz/6.3min,8111032.0,8591221.0,6437788.5,6901481.5,7173789.5,5138938.5
676/267.1954mz/6.3min,774529.25,729388.8,913515.44,629353.4,430569.28,509386.25
677/497.3429mz/6.3min,2163678.0,2301895.2,1748367.1,1861953.4,1908268.2,1379198.0
678/480.3082mz/6.31min,4079054.0,3207654.8,2725042.2,2789113.0,2709961.0,2280926.2
680/524.2979mz/6.34min,845546.5,849658.75,536857.56,760483.94,678095.8,456367.44
681/555.2925mz/6.34min,0.0,911133.9,646122.94,868207.56,738672.2,567210.8
